,score_S,score_G2M,Cell Type,Predicted Cell Type for Custom Sparse Model,Predicted Cell Type for Custom Sparse Model (GBM data),Predicted Cell Type,Predicted Cell Type for Custom Sparse Model (GBM data) 
831,0.0439160612827104,-0.158280120153484,Malignant,Malignant,Malignant,Malignant,Malignant
832,0.680396460680861,0.201955518049734,Malignant,Malignant,Malignant,Malignant,Malignant
833,0.0699504242324657,0.806919513108565,Malignant,Malignant,Malignant,Malignant,Malignant
834,0.418162935714261,0.257092182606192,Malignant,Malignant,Malignant,Malignant,Malignant
835,-0.188532387242361,0.106132575795153,Malignant,Malignant,Malignant,Malignant,Malignant
836,0.446294714704123,0.210548433372911,Malignant,Malignant,Malignant,Malignant,Malignant
837,0.0967983993140353,-0.116761761449235,Malignant,Malignant,Malignant,Malignant,Malignant
838,0.649545343392124,0.340206932315702,Malignant,Malignant,Malignant,Malignant,Malignant
839,0.0776913022840918,-0.0623807714341164,Malignant,Malignant,Malignant,Malignant,Malignant
840,0.101871453988792,-0.147839814186591,Malignant,Malignant,Malignant,Malignant,Malignant
841,-0.053349483124787,-0.08086613667749,Malignant,Malignant,Malignant,Malignant,Malignant
842,0.402660073948465,0.221369824600323,Malignant,Malignant,Malignant,Malignant,Malignant
843,0.211558528937485,-0.043558130377415,Malignant,Malignant,Malignant,Malignant,Malignant
844,-0.0217149622576702,-0.105271446526804,Malignant,Malignant,Malignant,Malignant,Malignant
845,0.114403218538842,0.0084344271268267,Malignant,Malignant,Malignant,Malignant,Malignant
846,0.289393714681808,0.171435729601946,Malignant,Malignant,Malignant,Malignant,Malignant
847,-0.0202117450203412,-0.129464756535334,Malignant,Malignant,Malignant,Malignant,Malignant
848,-0.0679927862005294,-0.149184182842358,Malignant,Malignant,Malignant,Malignant,Malignant
849,0.180094862874315,-0.112615375476145,Malignant,Malignant,Malignant,Malignant,Malignant
850,-0.0649824719544947,-0.159644558810793,Malignant,Malignant,Malignant,Malignant,Malignant
851,0.137330709687753,-0.126894627941378,Malignant,Malignant,Malignant,Malignant,Malignant
852,0.290904279443255,-0.012796613477687,Malignant,Malignant,Malignant,Malignant,Malignant
853,-0.0027412892546818,0.301272276670847,Malignant,Malignant,Malignant,Malignant,Malignant
854,-0.140305139262291,-0.0594084361530327,Malignant,Malignant,Malignant,Malignant,Malignant
855,0.0641057877101265,-0.0195013306643978,Malignant,Malignant,Malignant,Malignant,Malignant
856,0.336354004094142,0.209196349436579,Malignant,Malignant,Malignant,Malignant,Malignant
857,0.0137712310469553,-0.0605404033650872,Malignant,Malignant,Malignant,Malignant,Malignant
858,0.583030038175234,0.134518747155908,Malignant,Malignant,Malignant,Malignant,Malignant
859,-0.0149134902882045,-0.175620696360854,Malignant,Malignant,Malignant,Malignant,Malignant
860,0.461909986432202,0.256512718225524,Malignant,Malignant,Malignant,Malignant,Malignant
861,-0.0920063214437323,-0.130370471512221,Malignant,Malignant,Malignant,Malignant,Malignant
862,0.536225634166156,0.0994423534428224,Malignant,Malignant,Malignant,Malignant,Malignant
863,0.106188368553033,-0.0529015521242764,Malignant,Malignant,Malignant,Malignant,Malignant
864,-0.133198399330698,-0.147753182849122,Malignant,Malignant,Malignant,Malignant,Malignant
865,-0.15829084194672,-0.224090930699467,Malignant,Malignant,Malignant,Malignant,Malignant
866,-0.129642273019158,-0.232450855655098,Malignant,Malignant,Malignant,Malignant,Malignant
867,-0.0153972106885655,0.0613887950743936,Malignant,Malignant,Malignant,Malignant,Malignant
868,0.288663850212621,0.434413969048372,Malignant,Malignant,Malignant,Malignant,Malignant
869,0.283902573177871,-0.0485742976821728,Malignant,Malignant,Malignant,Malignant,Malignant
870,0.118496466006032,0.324259318252303,Malignant,Malignant,Malignant,Malignant,Malignant
871,0.485817660585527,0.0395432388626681,Malignant,Malignant,Malignant,Malignant,Malignant
872,0.0890984548851662,-0.113094710642664,Malignant,Malignant,Malignant,Malignant,Malignant
873,-0.118089452285044,-0.196187631404933,Malignant,Malignant,Malignant,Malignant,Malignant
874,-0.0508555162939775,-0.132800381116351,Malignant,Malignant,Malignant,Malignant,Malignant
875,-0.170714812569042,-0.0928509944480295,Malignant,Malignant,Malignant,Malignant,Malignant
876,0.235733026074796,0.313298645248236,Malignant,Malignant,Malignant,Malignant,Malignant
877,-0.123985990440811,-0.0833661082211765,Malignant,Malignant,Malignant,Malignant,Malignant
878,0.0168090166195149,-0.110796778835388,Malignant,Malignant,Malignant,Malignant,Malignant
879,0.34377684725998,0.302395587622155,Malignant,Malignant,Malignant,Malignant,Malignant
880,-0.0280827655873334,-0.125133784001991,Malignant,Malignant,Malignant,Malignant,Malignant
881,0.0658432886282367,-0.10109145525198,Malignant,Malignant,Malignant,Malignant,Malignant
882,0.0203028076063645,0.380417529287508,Malignant,Malignant,Malignant,Malignant,Malignant
883,-0.11534097575534,-0.0908516442045118,Malignant,Malignant,Malignant,Malignant,Malignant
884,0.342582793274259,0.171563574267092,Malignant,Malignant,Malignant,Malignant,Malignant
885,0.222338483796737,0.0484743501788019,Malignant,Malignant,Malignant,Malignant,Malignant
886,-0.122158844163157,-0.1673155396196,Malignant,Malignant,Malignant,Malignant,Malignant
887,-0.242948977520856,-0.238324715641128,Malignant,Malignant,Malignant,Malignant,Malignant
888,0.0082459654402008,-0.183286657384379,Malignant,Malignant,Malignant,Malignant,Malignant
889,-0.0467775474347421,-0.0587587486459128,Malignant,Malignant,Malignant,Malignant,Malignant
890,0.559592711400128,0.175826131006306,Malignant,Malignant,Malignant,Malignant,Malignant
891,-0.0750776299095317,-0.144075895043997,Malignant,Malignant,Malignant,Malignant,Malignant
892,0.0370596973552146,-0.141327276555764,Malignant,Malignant,Malignant,Malignant,Malignant
893,0.33178279901132,0.095114253408406,Malignant,Malignant,Malignant,Malignant,Malignant
894,-0.246346018300545,-0.216417417481396,Malignant,Malignant,Malignant,Malignant,Malignant
895,0.127257742497522,0.034908899532805,Malignant,Malignant,Malignant,Malignant,Malignant
896,-0.0641455769142316,-0.126667524287158,Malignant,Malignant,Malignant,Malignant,Malignant
897,-0.103891613778514,-0.139899043492979,Malignant,Malignant,Malignant,Malignant,Malignant
898,0.124203773378974,-0.0670267067938571,Malignant,Malignant,Malignant,Malignant,Malignant
899,-0.179557733469777,-0.141872971150334,Malignant,Malignant,Malignant,Malignant,Malignant
900,0.518084098533337,0.260680387839461,Malignant,Malignant,Malignant,Malignant,Malignant
901,0.589899036548037,0.289677027765022,Malignant,Malignant,Malignant,Malignant,Malignant
902,0.216260413928899,-0.142909377502624,Malignant,Malignant,Malignant,Malignant,Malignant
903,0.062037694778908,-0.157266704061041,Malignant,Malignant,Malignant,Malignant,Malignant
904,-0.0086551025980611,-0.0817840754521234,Malignant,Malignant,Malignant,Malignant,Malignant
905,-0.059397340953559,-0.153792649522517,Malignant,Malignant,Malignant,Malignant,Malignant
906,0.118241085531263,0.790445135385628,Malignant,Malignant,Malignant,Malignant,Malignant
907,0.465588308542601,0.187824648776195,Malignant,Malignant,Malignant,Malignant,Malignant
908,0.0397400560904834,-0.0341078529214657,Malignant,Malignant,Malignant,Malignant,Malignant
909,-0.0428160617080464,-0.14054886912655,Malignant,Malignant,Malignant,Malignant,Malignant
910,-0.189750864626721,-0.0782063691830163,Malignant,Malignant,Malignant,Malignant,Malignant
911,-0.0817485308257214,-0.0994769672544083,Malignant,Malignant,Malignant,Malignant,Malignant
912,0.0283193994142485,-0.151769284742784,Malignant,Malignant,Malignant,Malignant,Malignant
913,0.519765803162089,0.182773028120131,Malignant,Malignant,Malignant,Malignant,Malignant
914,0.0241496078393378,0.975241602484594,Malignant,Malignant,Malignant,Malignant,Malignant
915,-0.0711008155252209,-0.200942501644448,Malignant,Malignant,Malignant,Malignant,Malignant
916,-0.113468305572336,-0.111673296692034,Malignant,Malignant,Malignant,Malignant,Malignant
917,0.25187523829856,0.126511444004951,Malignant,Malignant,Malignant,Malignant,Malignant
918,0.0288646731670579,-0.137802424473181,Malignant,Malignant,Malignant,Malignant,Malignant
919,0.174588376216627,0.270498835453933,Malignant,Malignant,Malignant,Malignant,Malignant
920,0.0082579755658394,-0.106736124286266,Malignant,Malignant,Malignant,Malignant,Malignant
921,0.144841630762813,0.0081112887270574,Malignant,Malignant,Malignant,Malignant,Malignant
922,-0.105806135127118,-0.141259340821665,Malignant,Malignant,Malignant,Malignant,Malignant
923,0.40364044661095,0.158719259831438,Malignant,Malignant,Malignant,Malignant,Malignant
924,0.107850351698338,-0.0457714818648616,Malignant,Malignant,Malignant,Malignant,Malignant
925,0.509524799425741,0.301904053706137,Malignant,Malignant,Malignant,Malignant,Malignant
926,-0.1833258074156,-0.0334086688900717,Malignant,Malignant,Malignant,Malignant,Malignant
927,0.0885953199924298,-0.10033754462702,Malignant,Malignant,Malignant,Malignant,Malignant
928,0.1836184781008,-0.12881142541637,Malignant,Malignant,Malignant,Malignant,Malignant
929,0.416106205494929,0.105060510108707,Malignant,Malignant,Malignant,Malignant,Malignant
930,0.165030720927664,0.0034453365885062,Malignant,Malignant,Malignant,Malignant,Malignant
931,-0.123465771617969,-0.142210326257977,Malignant,Malignant,Malignant,Malignant,Malignant
932,-0.19232464666744,-0.249243966346176,Malignant,Malignant,Malignant,Malignant,Malignant
933,-0.0473884999470306,-0.156844336201027,Malignant,Malignant,Malignant,Malignant,Malignant
934,-0.110142374281978,-0.19145129163756,Malignant,Malignant,Malignant,Malignant,Malignant
935,0.0137645016684268,-0.177195965039391,Malignant,Malignant,Malignant,Malignant,Malignant
936,0.287640841858086,0.0656583804519754,Malignant,Malignant,Malignant,Malignant,Malignant
937,-0.190301450651103,-0.0487477577767036,Malignant,Malignant,Malignant,Malignant,Malignant
938,-0.0188213858151894,-0.109994761067982,Malignant,Malignant,Malignant,Malignant,Malignant
939,0.536216871763916,0.219263610948694,Malignant,Malignant,Malignant,Malignant,Malignant
940,0.407174983032758,0.124953549949181,Malignant,Malignant,Malignant,Malignant,Malignant
941,-0.0871069880539779,-0.159719109673321,Malignant,Malignant,Malignant,Malignant,Malignant
942,-0.0906349259864819,-0.223100509474026,Malignant,Malignant,Malignant,Malignant,Malignant
943,-0.0745294001736652,-0.150907134961336,Malignant,Malignant,Malignant,Malignant,Malignant
944,-0.129855520604369,-0.191002036430864,Malignant,Malignant,Malignant,Malignant,Malignant
945,-0.122191735800885,0.0495229172578928,Malignant,Malignant,Malignant,Malignant,Malignant
946,0.550877530332221,0.392081312604023,Malignant,Malignant,Malignant,Malignant,Malignant
947,-0.0433700383627395,-0.12201358673878,Malignant,Malignant,Malignant,Malignant,Malignant
948,-0.0346789729950712,-0.140086404769833,Malignant,Malignant,Malignant,Malignant,Malignant
949,-0.0617970813604832,-0.163385051176693,Malignant,Malignant,Malignant,Malignant,Malignant
950,0.210632132334658,0.0299324213204811,Malignant,Malignant,Malignant,Malignant,Malignant
951,0.494131830825528,0.146582802449867,Malignant,Malignant,Malignant,Malignant,Malignant
952,0.276599741215507,0.0266167251444634,Malignant,Malignant,Malignant,Malignant,Malignant
953,0.104173323191646,-0.0571824852208639,Malignant,Malignant,Malignant,Malignant,Malignant
954,-0.180575191934349,-0.110978206871474,Malignant,Malignant,Malignant,Malignant,Malignant
955,-0.236280055469232,-0.178780692279914,Malignant,Malignant,Malignant,Malignant,Malignant
956,-0.136208012097331,0.008165153081829,Malignant,Malignant,Malignant,Malignant,Malignant
957,0.346522919086675,0.173149010804718,Malignant,Malignant,Malignant,Malignant,Malignant
958,-0.115224431799176,-0.111812296446175,Malignant,Malignant,Malignant,Malignant,Malignant
959,-0.0318299566554911,0.363317481878482,Malignant,Malignant,Malignant,Malignant,Malignant
960,0.488216383885264,0.312629110113653,Malignant,Malignant,Malignant,Malignant,Malignant
961,0.536946035456577,0.224508236848735,Malignant,Malignant,Malignant,Malignant,Malignant
962,-0.145647625108887,-0.0592875340399485,Malignant,Malignant,Malignant,Malignant,Malignant
963,0.005677047600653,0.210518217252143,Malignant,Malignant,Malignant,Malignant,Malignant
964,0.269029422903428,-0.131610237171365,Malignant,Malignant,Malignant,Malignant,Malignant
965,-0.153167019610253,-0.127191239487469,Malignant,Malignant,Malignant,Malignant,Malignant
966,-0.0647089797040902,-0.0839534137094617,Malignant,Malignant,Malignant,Malignant,Malignant
967,0.389875929951031,0.0117482515028886,Malignant,Malignant,Malignant,Malignant,Malignant
968,-0.0719076007983103,0.571375660357685,Malignant,Malignant,Malignant,Malignant,Malignant
969,-0.14417223524725,-0.109568346297063,Malignant,Malignant,Malignant,Malignant,Malignant
970,0.409918294258053,0.286897596287932,Malignant,Malignant,Malignant,Malignant,Malignant
971,0.229587660951988,0.309508463436293,Malignant,Malignant,Malignant,Malignant,Malignant
972,0.0377765499499003,-0.120895839668945,Malignant,Malignant,Malignant,Malignant,Malignant
973,0.0754499356124018,-0.133868020846959,Malignant,Malignant,Malignant,Malignant,Malignant
974,-0.150710052442501,-0.161998434189412,Malignant,Malignant,Malignant,Malignant,Malignant
975,0.136457159174987,-0.0990529128483845,Malignant,Malignant,Malignant,Malignant,Malignant
976,0.068094491986513,-0.170068270532502,Malignant,Malignant,Malignant,Malignant,Malignant
977,-0.120368957708523,-0.144726334924098,Malignant,Malignant,Malignant,Malignant,Malignant
978,-0.0458390512336703,-0.145080955665627,Malignant,Malignant,Malignant,Malignant,Malignant
979,-0.0404359051457334,-0.218412348521584,Malignant,Malignant,Malignant,Malignant,Malignant
980,0.597696898128056,0.208841908969899,Malignant,Malignant,Malignant,Malignant,Malignant
981,-0.093113406379826,-0.0486800980073696,Malignant,Malignant,Malignant,Malignant,Malignant
982,-0.0865921232205066,-0.0682374430914154,Malignant,Malignant,Malignant,Malignant,Malignant
983,0.256840567572829,0.0394183698584462,Malignant,Malignant,Malignant,Malignant,Malignant
984,0.471617353110423,0.419576115566724,Malignant,Malignant,Malignant,Malignant,Malignant
985,0.416142028896651,-0.0565748117001245,Malignant,Malignant,Malignant,Malignant,Malignant
986,-0.263550070092301,-0.228674647767666,Malignant,Malignant,Malignant,Malignant,Malignant
987,-0.0882986106032475,-0.0710203672753212,Malignant,Malignant,Malignant,Malignant,Malignant
988,-0.0465217469096839,-0.167331916765481,Malignant,Malignant,Malignant,Malignant,Malignant
989,-0.123986980145274,-0.171075712607591,Malignant,Malignant,Malignant,Malignant,Malignant
990,0.481457983295338,0.0094236364049932,Malignant,Malignant,Malignant,Malignant,Malignant
991,0.35992656165673,0.446868522182581,Malignant,Malignant,Malignant,Malignant,Malignant
992,0.425520642655324,0.399889318716323,Malignant,Malignant,Malignant,Malignant,Malignant
993,0.447013533684445,0.533517993766229,Malignant,Malignant,Malignant,Malignant,Malignant
994,-0.0219806888548987,1.02571122806425,Malignant,Malignant,Malignant,Malignant,Malignant
995,-0.0091782778358678,-0.0285710016213838,Malignant,Malignant,Malignant,Malignant,Malignant
996,-0.0572618367659255,-0.195585771825763,Malignant,Malignant,Malignant,Malignant,Malignant
997,-0.0525749076726501,0.233528852902037,Malignant,Malignant,Malignant,Malignant,Malignant
998,0.103141484241148,-0.105355662782603,Malignant,Malignant,Malignant,Malignant,Malignant
999,-0.118894170661511,-0.128910750080267,Malignant,Malignant,Malignant,Malignant,Malignant
1000,-0.0814098148545998,-0.147420632366212,Malignant,Malignant,Malignant,Malignant,Malignant
1001,-0.0036441463604647,-0.0901453326577318,Malignant,Malignant,Malignant,Malignant,Malignant
1002,0.0471235011679202,0.740243144632977,Malignant,Malignant,Malignant,Malignant,Malignant
1003,0.178344717993363,-0.0761608498917142,Malignant,Malignant,Malignant,Malignant,Malignant
1004,-0.200533678878296,-0.0788399754573203,Malignant,Malignant,Malignant,Malignant,Malignant
1005,-0.129806128970375,0.293890329304981,Malignant,Malignant,Malignant,Malignant,Malignant
1006,-0.102877869236877,-0.150721528964629,Malignant,Malignant,Malignant,Malignant,Malignant
1007,-0.125344720099437,-0.0390565534945622,Malignant,Malignant,Malignant,Malignant,Malignant
1008,0.397176204122374,0.343983935532708,Malignant,Malignant,Malignant,Malignant,Malignant
1009,0.214818764397304,0.1292982487569,Malignant,Malignant,Malignant,Malignant,Malignant
1010,-0.0151128149492181,0.0367149705767766,Malignant,Malignant,Malignant,Malignant,Malignant
1011,-0.0175689734692861,-0.116746223824357,Malignant,Malignant,Malignant,Malignant,Malignant
1012,0.424070524306183,0.0811682579892093,Malignant,Malignant,Malignant,Malignant,Malignant
1013,0.244158594966619,-0.11328885459342,Malignant,Malignant,Malignant,Malignant,Malignant
1014,0.512989454959507,0.186913764170187,Malignant,Malignant,Malignant,Malignant,Malignant
